x,y
3792.21,2256.54
3792.73,2879.47
3792.87,2270.67
3793.34,2292.77
3795.72,1479.15
3795.94,1465.79
3798.43,1482.16
3798.46,1484.16
3799.35,1266.06
3801.16,1480.87
3802.82,1488.87
3804.71,2281.26
3810.78,1479.63
3812.38,2273.11
3813.58,1664.21
3815.01,3978.31
3819.26,1680.47
3821.84,1536.7
3823.28,2309.58
3825.37,2282.86
3827.59,1725.65
3828.28,1663.65
3831.08,1319.2
3836.13,3999.25
3838.55,980.76
3841.38,1368.13
3842.23,1788.94
3847.87,1298.32
3849.66,2517.98
3851.24,2172.44
3852.45,2311.9
3854.05,1575.55
3854.95,1964.84
3855.2,2407.69
3855.57,2501.36
3855.72,2486.65
3855.74,1884.75
3857.68,2529.76
3859.18,2306.53
3859.87,2522.59
3860.58,2690.13
3866.01,2311.51
3869.79,2500.58
3870.04,2297.96
3873.2,1501.13
3874.03,2487.68
3875.99,2404.81
3879.15,1422.12
3880.71,2121.18
3888.28,2865.17
3888.93,1328.14
3895.48,4068.41
3902.49,1085.53
3911.9,2066.67
3913.74,1414.74
3914.94,2863.97
3915.72,1599.7
3917.72,1660.08
3919.95,1724.12
3923.02,1788.62
3923.32,1423.53
3923.85,1834.03
3926.85,2853.82
3927.99,1536.76
3928.11,1537.78
3928.19,1028.37
3929.73,1534.06
3931.61,1962.86
3931.73,4055.98
3933.14,2524.3
3935.74,1032.58
3936.47,2874.27
3936.97,1439.94
3938.9,1255.62
3939.77,1048.6
3940.82,1036.41
3940.98,2514.37
3941.76,2524.16
3944.07,1458.93
3944.63,1037.43
3946.29,1023.38
3946.85,4057.28
3947.77,1038.44
3948.3,2514.88
3951.42,2485.02
3953.0,1038.94
3958.21,1372.87
3958.51,1043.27
3959.06,1040.45
3960.6,1143.43
3963.86,1088.16
3966.5,1428.41
3970.0,1461.92
3970.39,1020.59
3975.02,1049.91
3982.9,2509.85
3982.91,2478.14
3983.07,2195.44
3984.51,2523.49
3986.86,2127.91
3986.98,1967.66
3987.29,2283.06
3988.49,2623.17
3996.04,2627.11
3998.36,982.24
3999.45,1168.76
4000.44,2523.21
4000.65,1968.01
4001.43,1634.69
4001.47,1372.39
4003.32,2975.91
4005.35,2290.1
4010.77,1872.26
4010.88,2504.5
4011.98,2278.6
4012.16,1839.01
4013.67,2624.82
4014.19,2275.22
4015.35,2301.77
4015.83,2470.88
4016.83,2634.19
4019.19,1665.67
4020.68,1791.63
4023.37,1361.3
4028.18,1496.98
4029.24,1579.73
4030.45,1719.17
4031.0,1095.77
4032.4,2621.71
4039.08,1482.13
4042.77,1190.77
4045.68,2496.61
4046.39,2131.63
4048.65,2522.05
4051.61,1375.81
4058.76,2606.32
4059.38,855.2
4059.43,1103.51
4062.6,1555.86
4063.62,2604.56
4067.53,1014.13
4067.58,2603.46
4068.32,1547.63
4068.62,1932.86
4069.94,1209.66
4070.36,2601.72
4070.71,1551.34
4071.46,1550.9
4072.6,1878.71
4076.37,2106.84
4076.41,1547.61
4077.67,1970.79
4081.34,1544.23
4081.61,981.59
4082.83,979.19
4083.65,1541.65
4085.52,976.9
4085.99,1547.84
4089.09,972.25
4089.95,1539.37
4090.4,35.48
4092.87,1972.49
4093.63,962.64
4093.85,2289.58
4103.88,2278.06
4105.9,1141.91
4107.95,1143.72
4109.11,2174.72
4110.8,2101.06
4111.8,1622.48
4118.22,1611.91
4120.66,2221.14
4122.58,1649.15
4125.37,2275.41
4129.27,2286.68
4131.93,729.17
4132.67,1146.3
4134.46,754.06
4135.84,1294.49
4137.46,721.46
4141.25,1675.58
4142.45,1727.62
4143.13,2457.5
4144.11,1977.46
4144.13,736.98
4145.83,1675.08
4148.63,1977.7
4149.17,728.7
4153.84,1496.44
4155.23,1794.66
4158.43,2211.65
4162.72,1797.24
4164.34,1886.51
4168.91,1946.43
4170.87,1980.02
4171.29,1386.03
4172.6,846.89
4174.04,2017.86
4175.26,754.23
4175.38,1909.82
4177.54,755.25
4178.03,2092.44
4183.36,1991.92
4184.23,1975.75
4186.25,1987.78
4187.53,1995.34
4188.32,758.76
4188.77,3233.64
4189.35,2012.57
4189.83,760.97
4194.26,2104.12
4198.48,1982.01
4199.65,2199.4
4202.17,1060.71
4206.06,3250.55
4206.82,1056.29
4209.48,1054.54
4211.03,1052.39
4211.57,779.27
4212.96,2003.24
4215.74,2274.7
4216.24,1455.44
4219.31,2175.96
4221.38,775.83
4225.48,1648.07
4235.48,572.5
4243.48,1338.4
4244.27,533.77
4247.28,2260.88
4248.03,2263.7
4249.67,961.08
4250.41,969.14
4250.82,971.79
4251.25,965.47
4251.34,1432.56
4255.85,1784.93
4259.96,510.12
4260.74,2287.18
4261.24,803.6
4265.52,2249.02
4267.22,2296.32
4278.25,2489.24
4279.85,1411.5
4281.12,1263.51
4283.1,2322.49
4284.98,962.3
4285.45,439.86
4290.01,1293.43
4298.23,1988.82
4299.0,816.88
4299.5,2415.15
4300.87,1515.76
4302.85,451.51
4308.63,1719.1
4309.72,1911.17
4310.45,3673.13
4310.85,459.4
4315.26,462.6
4315.72,454.33
4316.77,470.14
4319.79,1764.09
4331.26,2403.44
4331.65,2407.16
4333.97,1215.98
4335.75,1610.28
4336.32,2413.46
4345.55,1992.02
4348.05,2475.57
4348.77,1904.7
4349.2,1369.83
4353.03,683.69
4359.94,3589.78
4363.98,3575.12
4365.26,2011.12
4368.15,1109.59
4368.88,2472.45
4370.19,3579.8
4372.06,2470.62
4375.72,1293.26
4378.28,788.32
4379.51,1222.65
4380.07,1992.93
4382.02,391.1
4383.72,1738.26
4385.9,26.65
4394.72,2012.45
4394.97,2543.18
4395.08,2543.49
4403.7,1331.38
4404.46,3380.88
4405.34,2517.13
4406.79,1329.63
4409.41,2651.16
4411.05,1328.66
4414.67,1327.4
4415.0,759.48
4417.61,1325.51
4418.79,3785.77
4419.58,1208.12
4426.36,2006.26
4427.36,2683.61
4427.92,1994.02
4428.06,2044.07
4428.09,1958.39
4429.29,2003.44
4431.04,2068.06
4431.22,2006.06
4431.29,2003.83
4431.63,2010.26
4433.04,2550.24
4434.49,3479.33
4434.69,3476.0
4435.96,3475.16
4437.45,1643.56
4437.92,1927.55
4441.47,1920.79
4442.07,1969.28
4442.36,1708.32
4442.7,2640.63
4443.7,2041.37
4446.26,1219.45
4446.6,2059.71
4448.08,2004.78
4449.82,3707.79
4451.93,3713.29
4452.49,3716.78
4453.89,3719.06
4457.42,3404.32
4460.04,3405.44
4460.24,1923.52
4462.1,98.84
4462.5,3407.61
4462.61,2002.61
4464.34,101.45
4466.04,105.24
4466.07,2176.55
4466.1,2624.09
4467.31,2186.38
4467.52,3411.61
4467.8,108.86
4470.12,111.61
4475.16,1560.27
4475.42,2014.1
4478.88,1217.66
4480.19,2648.63
4486.98,1593.19
4499.07,1630.89
4504.48,1832.13
4511.57,24.01
4513.66,2757.32
4522.26,2725.56
4523.39,641.44
4530.35,247.22
4530.82,234.04
4533.14,245.75
4537.13,2016.34
4538.22,242.06
4540.63,239.67
4543.39,2002.87
4543.55,2804.13
4543.65,235.66
4547.37,2782.51
4548.35,1516.73
4551.25,2757.81
4552.12,2800.69
4554.1,2809.16
4556.28,2820.75
4556.7,1533.21
4559.64,217.01
4560.31,1655.33
4561.18,215.06
4562.18,2812.59
4563.76,213.54
4563.79,2739.33
4565.11,2009.42
4567.21,1685.15
4568.99,208.89
4583.89,2024.23
4584.49,269.77
4584.92,2025.4
4587.22,2723.19
4591.7,1560.41
4592.33,225.99
4593.67,282.61
4594.02,2731.8
4594.97,227.11
4597.26,174.74
4597.45,229.18
4597.89,173.64
4599.88,2872.69
4600.75,172.0
4602.27,2878.4
4602.49,233.54
4604.03,169.49
4607.14,3410.81
4611.85,1564.39
4618.02,309.94
4618.17,1430.37
4619.4,454.2
4619.61,2796.32
4619.97,1213.95
4620.83,3322.5
4621.99,2860.78
4625.36,142.83
4625.72,142.21
4626.23,1976.31
4626.31,1973.69
4626.61,1205.48
4627.81,141.26
4631.02,2707.73
4631.99,2786.8
4632.47,137.03
4636.02,1386.51
4640.32,2699.62
4642.3,2786.75
4646.27,1389.29
4646.33,2791.11
4649.49,2554.34
4657.65,281.51
4663.3,498.79
4665.44,1227.42
4668.18,495.21
4670.98,493.5
4672.99,491.28
4675.93,2687.3
4684.51,2056.02
4685.06,3021.72
4686.44,3188.5
4688.2,2674.43
4688.64,1264.5
4688.96,1263.55
4689.04,1859.64
4690.43,2680.25
4690.88,1811.91
4693.68,2666.63
4694.0,2785.66
4694.03,226.54
4698.61,325.13
4698.92,2786.54
4701.14,3049.59
4701.49,2667.48
4704.42,1925.42
4704.45,2678.06
4706.2,2831.09
4706.93,3152.31
4708.94,233.31
4712.88,3069.92
4715.03,162.93
4715.62,1231.83
4724.0,1227.31
4727.5,3138.22
4732.82,1174.03
4735.2,15.82
4736.91,25.76
4737.38,3102.46
4738.63,2798.8
4738.97,2667.21
4739.58,2880.72
4740.54,1110.14
4741.84,270.51
4742.04,22.02
4744.79,20.53
4745.34,273.33
4746.52,1541.29
4746.71,18.46
4747.6,256.69
4748.62,3152.61
4748.81,15.21
4749.66,256.47
4751.69,2909.53
4753.59,3136.39
4754.46,3939.43
4755.17,1572.45
4756.28,2818.52
4757.88,242.52
4761.33,245.41
4761.51,1604.87
4761.75,395.5
4764.45,3156.78
4764.73,3020.39
4765.84,2954.88
4766.56,391.82
4769.27,389.88
4771.23,387.56
4775.22,1828.07
4775.38,1823.68
4777.35,1893.66
4778.42,1819.37
4779.17,3067.61
4779.57,1815.56
4779.9,254.14
4782.43,255.39
4782.59,1893.3
4783.57,1877.9
4783.78,1887.27
4784.81,257.86
4785.95,1894.46
4787.5,259.9
4788.64,1894.32
4791.85,260.91
4793.17,171.81
4801.76,3220.94
4804.45,3227.32
4805.01,3230.18
4806.41,3232.34
4818.42,2856.5
4819.85,2826.97
4820.42,2898.09
4820.46,2880.68
4825.58,173.06
4826.69,174.7
4827.56,36.01
4833.8,2905.14
4834.94,26.02
4839.14,2825.22
4847.46,1899.11
4849.67,2873.11
4864.66,2923.69
4866.81,2989.01
4869.89,1318.27
4873.91,2932.92
4893.7,2712.86
4898.54,1038.34
4900.66,3069.09
4911.15,26.01
4912.0,49.38
4917.45,986.92
4920.61,2935.55
4926.0,3191.79
4926.2,1355.02
4927.37,2919.29
4930.67,2945.36
4934.97,3105.1
4937.44,1380.95
4937.95,1433.28
4938.07,1366.93
4940.95,1422.64
4941.2,1418.78
4943.39,3464.59
4943.91,1413.45
4945.65,3470.1
4946.44,3473.42
4947.02,1414.24
4947.17,193.78
4947.99,3475.78
4949.05,181.45
4949.18,208.31
4952.4,1912.53
4953.68,2982.64
4954.2,1392.7
4955.08,1393.39
4956.99,2922.63
4957.22,1914.22
4957.74,1395.5
4958.09,3036.11
4958.55,1791.49
4958.72,1395.2
4959.83,2939.71
4962.04,1398.89
4964.32,1901.17
4964.33,1894.82
4964.66,123.89
4967.63,2969.92
4969.41,1417.21
4969.61,1914.96
4970.45,1733.02
4970.62,44.81
4971.53,1851.8
4973.68,1848.37
4974.69,1917.22
4976.8,1916.69
4977.93,1847.33
4980.92,1845.75
4982.35,1375.81
4985.22,1373.49
4985.33,1419.32
4986.56,2131.33
4988.87,1373.08
4988.9,1441.84
4989.8,1371.49
4991.25,8.97
4991.67,2927.42
4998.55,20.85
5003.47,1175.96
5018.64,3595.53
5020.39,1481.52
5020.86,3601.14
5021.66,3604.38
5022.56,1351.52
5023.21,3606.79
5027.65,1350.86
5027.95,3425.41
5030.33,1351.9
5032.69,1351.65
5034.14,3423.67
5037.44,3423.49
5039.09,3021.27
5039.4,3000.25
5039.64,3422.36
5043.46,1258.55
5047.6,1497.56
5049.41,3544.68
5060.7,1298.33
5064.14,3576.25
5065.4,865.21
5066.43,3574.91
5068.81,2895.57
5069.39,3574.25
5071.05,1839.24
5076.46,3572.62
5081.04,904.4
5081.29,495.45
5082.32,504.94
5082.48,501.59
5083.24,507.27
5085.86,2157.9
5086.6,1139.68
5086.86,1391.86
5088.75,1391.98
5090.56,1393.7
5095.71,1391.99
5097.34,1584.63
5097.8,913.03
5099.09,3402.3
5101.48,3401.63
5104.22,2907.77
5104.32,3401.88
5104.91,867.67
5109.22,3402.16
5111.64,3984.3
5111.9,3401.6
5112.95,987.83
5115.38,1334.79
5117.96,623.93
5118.03,3082.6
5118.7,1209.68
5119.07,630.0
5119.22,633.25
5120.26,635.89
5125.49,1221.22
5129.99,3990.8
5130.09,1202.28
5132.21,3991.33
5133.03,2168.94
5134.21,1370.75
5134.42,3993.13
5140.47,1368.49
5141.1,3995.23
5143.04,2892.64
5143.4,1367.83
5143.61,1443.12
5145.65,805.55
5145.76,1366.43
5155.08,4039.63
5155.13,2388.87
5158.52,1046.0
5161.41,1051.03
5161.84,3996.91
5162.6,1054.42
5163.01,1292.36
5164.4,1056.49
5165.21,2175.46
5167.93,747.46
5169.14,1228.68
5169.25,748.42
5174.04,761.74
5176.73,2910.53
5177.21,3304.37
5177.65,2926.08
5178.67,2231.59
5180.89,857.39
5181.35,3597.87
5183.68,3596.82
5187.08,3596.78
5188.48,1340.46
5188.92,788.48
5190.35,1609.43
5190.83,2394.61
5191.03,1809.38
5191.25,2393.86
5191.98,796.55
5192.0,798.27
5193.12,3595.41
5194.04,1751.23
5194.14,1337.93
5197.35,1337.18
5199.43,1808.44
5199.54,1335.67
5200.78,1937.81
5200.88,1938.61
5201.98,1807.27
5202.63,1808.58
5202.92,1602.64
5203.12,926.16
5204.46,1814.2
5204.77,1806.18
5206.0,822.43
5207.61,1110.66
5207.73,3387.56
5210.4,1115.85
5211.55,1119.12
5212.35,3387.33
5212.64,1805.32
5213.34,1121.31
5216.31,1595.41
5217.04,3386.89
5218.27,1492.48
5221.28,3386.98
5221.29,2399.59
5221.76,1878.61
5222.27,1532.43
5222.98,1241.31
5225.17,2437.26
5225.29,1920.02
5226.32,3386.92
5227.19,1926.95
5227.42,2467.76
5227.45,2401.9
5228.4,1007.08
5231.33,1799.9
5231.73,1800.62
5231.81,2409.09
5232.33,2403.4
5233.0,3966.63
5233.03,1671.71
5233.8,2398.13
5234.7,2393.76
5235.29,3970.24
5235.3,1501.24
5236.76,2403.66
5237.12,3975.42
5237.94,3978.58
5238.31,2379.22
5239.5,3980.97
5239.55,2188.26
5240.65,2363.65
5242.59,1947.31
5244.43,2406.19
5245.87,2188.44
5246.21,2190.12
5246.3,1739.08
5247.1,2331.82
5249.83,891.81
5250.06,2526.72
5250.58,1934.69
5252.34,1302.56
5252.56,894.7
5253.13,1174.33
5255.57,1293.89
5255.8,1293.63
5256.25,779.57
5261.76,1298.12
5262.3,1957.98
5263.45,2546.45
5264.47,1296.51
5267.28,2232.71
5269.24,1293.84
5270.93,2409.71
5270.95,2410.52
5271.51,2192.48
5271.51,2192.64
5271.95,2215.72
5273.58,2210.43
5274.06,4039.22
5274.35,1298.66
5274.57,1298.37
5276.88,1071.65
5278.04,2189.81
5278.48,1289.49
5280.13,2182.3
5281.81,2193.93
5282.32,743.44
5284.63,946.77
5287.09,3368.96
5287.74,1338.58
5289.44,2196.26
5289.77,3366.66
5291.43,3491.16
5291.8,3497.93
5291.98,3371.87
5292.01,3493.21
5292.45,1396.81
5294.01,3501.54
5297.92,1467.38
5299.6,2082.61
5302.8,1529.42
5303.27,2198.06
5305.14,2198.65
5309.6,3931.8
5312.33,1781.96
5314.06,2200.22
5315.42,3242.64
5315.45,3549.54
5319.39,718.02
5320.4,2418.79
5321.0,1972.99
5322.15,1962.87
5322.4,1262.15
5324.25,2930.73
5324.4,1261.92
5324.48,1660.81
5328.72,1260.33
5330.32,1961.02
5331.83,1777.34
5336.13,1777.47
5336.6,2421.76
5338.63,2537.27
5339.51,1777.68
5340.57,2518.98
5342.4,1777.24
5342.87,2205.99
5347.82,2527.64
5349.54,540.4
5351.21,2436.59
5353.09,532.04
5353.24,2415.0
5353.59,3642.88
5355.18,539.06
5356.03,3641.78
5358.47,538.33
5359.12,2428.42
5359.56,3641.66
5361.45,536.87
5365.0,193.15
5365.31,3640.3
5365.9,705.73
5373.61,3347.17
5373.8,1096.47
5374.87,1099.49
5374.92,1103.49
5375.51,1107.07
5376.82,1110.04
5377.33,3714.45
5380.68,1444.36
5380.98,2212.44
5381.52,1469.15
5385.48,2432.81
5391.28,2434.73
5394.22,2436.3
5394.46,2226.5
5396.94,2436.67
5398.97,2207.69
5399.18,2389.34
5402.25,662.04
5402.27,2907.98
5406.26,2179.71
5409.47,2152.59
5412.65,2126.84
5413.37,362.84
5417.69,3637.79
5420.23,2065.79
5420.61,3640.82
5424.14,2036.07
5424.3,1203.01
5425.21,1072.34
5428.99,1194.1
5429.4,1201.36
5430.5,1196.86
5430.73,1204.95
5430.73,1977.36
5431.0,3638.26
5431.32,1208.09
5431.38,1969.61
5431.6,1199.7
5434.83,1199.01
5435.09,3318.86
5435.32,1259.56
5436.45,3627.27
5437.07,1197.53
5439.04,3316.57
5440.75,3315.8
5441.6,3651.48
5443.09,2903.54
5446.8,3654.04
5447.33,3314.97
5450.94,1325.54
5453.03,3658.69
5455.55,1185.28
5457.16,3661.43
5457.17,2446.97
5457.33,1184.14
5459.84,350.69
5459.96,3662.84
5460.71,1183.29
5462.94,2448.93
5465.87,2450.51
5466.66,1180.72
5467.83,1390.75
5468.6,2450.89
5471.06,2404.49
5475.4,1040.4
5478.04,1430.19
5478.84,3761.24
5479.39,1171.37
5481.11,1045.89
5485.03,1168.98
5485.61,1462.34
5487.74,1042.16
5488.4,1168.31
5490.53,1166.84
5491.37,1040.3
5492.64,340.3
5503.9,1535.59
5505.84,1978.88
5507.47,1917.74
5509.76,736.59
5511.51,1257.93
5512.12,1563.83
5517.6,1919.01
5517.7,1980.62
5520.87,1919.49
5522.18,1604.86
5522.34,1613.9
5522.54,2524.8
5522.84,1610.71
5522.95,1616.47
5524.61,1921.19
5527.47,2461.81
5529.12,1659.96
5529.44,1656.64
5529.57,1649.57
5529.62,1663.1
5529.93,836.41
5530.11,1652.62
5530.83,1923.95
5533.2,2470.64
5535.91,2456.4
5537.03,1139.12
5538.66,1137.94
5542.72,1136.87
5542.88,1730.79
5543.83,2419.97
5545.95,1136.17
5547.7,1729.71
5548.3,1134.68
5551.86,1412.48
5551.86,2464.96
5554.84,323.88
5557.2,1730.85
5558.5,556.6
5567.66,1731.75
5568.18,474.8
5572.41,1729.74
5573.56,0.0
5577.16,1929.32
5585.74,1552.84
5588.15,1244.81
5588.17,56.25
5588.58,983.89
5589.33,50.0
5589.33,55.54
5589.44,62.18
5590.49,1774.63
5593.24,2548.06
5595.27,622.74
5595.27,979.88
5600.57,977.09
5600.71,341.61
5600.88,330.92
5601.83,331.03
5601.84,2224.24
5602.92,136.14
5603.08,337.59
5608.38,173.92
5609.95,2557.93
5612.62,315.28
5614.23,316.42
5615.68,2480.2
5616.98,2474.32
5617.97,332.95
5618.18,2471.19
5618.26,2468.36
5618.42,240.06
5618.8,1093.61
5619.23,298.06
5619.83,278.16
5622.13,2005.57
5622.34,2007.34
5622.52,336.07
5623.36,648.26
5625.89,1998.68
5626.08,1395.43
5628.64,712.68
5628.95,1998.86
5629.14,1962.59
5629.47,1915.13
5630.47,2308.66
5631.35,1087.47
5637.68,3804.31
5640.51,61.41
5641.02,370.95
5641.37,2082.0
5643.02,792.25
5643.89,1081.67
5645.73,1080.52
5647.37,410.35
5654.93,460.73
5657.58,473.01
5658.49,1999.63
5660.95,1224.4
5661.91,1540.68
5662.22,859.24
5662.25,570.11
5662.42,564.5
5662.91,574.56
5666.95,1957.5
5668.56,662.55
5669.45,1918.0
5670.37,677.04
5673.75,725.31
5674.75,424.66
5677.02,783.82
5677.38,777.44
5677.79,771.72
5678.03,774.02
5681.04,830.25
5681.19,1762.56
5684.27,936.56
5684.39,2207.93
5685.18,912.33
5685.52,2213.48
5685.93,1654.67
5688.63,2214.3
5689.43,1653.3
5690.39,1055.48
5690.69,1000.61
5692.05,1005.81
5694.27,1652.15
5694.31,1054.01
5697.11,1043.87
5697.45,1052.71
5697.47,1061.13
5697.71,1048.12
5699.93,1376.58
5700.3,1050.44
5701.04,3018.88
5707.42,1048.05
5720.87,4002.9
5722.98,1037.52
5723.12,2598.92
5724.36,1200.87
5724.53,1210.45
5724.74,1207.2
5725.19,1213.06
5726.07,421.66
5729.39,2532.07
5729.6,2348.28
5731.01,1206.27
5732.33,3265.59
5734.67,2018.24
5735.17,1031.61
5735.54,1032.32
5735.6,1204.16
5736.88,1519.26
5737.17,3956.17
5753.45,2015.41
5753.93,562.67
5754.98,548.41
5755.05,2014.74
5756.2,517.05
5757.11,2012.78
5758.09,599.62
5758.18,3927.58
5758.67,1017.61
5759.07,2002.07
5761.02,2010.99
5763.49,1966.45
5765.31,1510.65
5765.9,3919.74
5766.25,1013.1
5768.93,2010.94
5769.99,924.04
5770.27,3935.79
5770.39,885.87
5772.06,1354.95
5772.4,1908.64
5772.4,2626.75
5772.6,1359.23
5772.68,1356.0
5773.07,1362.95
5773.98,1903.28
5775.84,1896.93
5776.84,1893.05
5778.24,1888.63
5780.38,3050.94
5781.84,2533.45
5782.96,1747.3
5786.71,2356.5
5788.11,1402.85
5788.19,1804.54
5788.99,2632.75
5791.27,1584.61
5791.56,1754.13
5792.71,1746.64
5792.73,2016.71
5793.0,1746.79
5793.08,3271.79
5793.85,3042.97
5794.13,1741.39
5795.9,4014.76
5796.65,1699.79
5801.73,1900.28
5804.83,2015.21
5805.76,3028.35
5807.72,2198.76
5817.38,3012.7
5819.12,3829.04
5821.67,4025.5
5827.84,3765.01
5843.31,3397.1
